TIME,RPM,SPEED,TORQUE,AIR TEMP,MC TEMP,MOTOR TEMP,MC VOLTAGE,MC CURRENT,MC POWER,MC CORE STATUS,MC ERROR,MC MESSAGE COUNT,RFE,FRG,MC GO,BMS VOLTAGE,BMS MIN VOLTAGE,BMS MAX VOLTAGE,BMS CURRENT,BMS SOC,BMS TEMP,BMS MINTEMP,BMS MAXTEMP,BMS STATUS,BMS STATE,BMS CAPACITY,CAR_STATE,BATT FAULT,ISO FAULT,THROTTLE 1,THROTTLE 2,AVE THROTTLE,BRAKE,LV,HV,ERROR,TSA,RELAY,HIGH CURRENT,INSULATION PWM,START SWITCH,
11:57:42.132,0,0,-1,-1,29,23,330,-1,-330,-1,-1,218,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,752,756,0,109,13.00,3.00,-1,1,1,-1,-1,0
11:57:42.133,0,0,-1,-1,29,23,330,-1,-330,-1,-1,219,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,752,756,0,109,13.00,3.00,-1,1,1,-1,-1,0
11:57:42.134,0,0,-1,-1,29,23,331,-1,-331,-1,-1,221,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,752,756,0,109,13.00,4.00,-1,1,1,-1,-1,0
11:57:42.134,0,0,-1,-1,29,23,331,-1,-331,-1,-1,222,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,752,756,0,109,13.00,4.00,-1,1,1,-1,-1,0
11:57:42.135,0,0,-1,-1,29,23,331,-1,-331,-1,-1,223,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,752,756,0,109,13.01,3.00,-1,1,1,-1,-1,0
11:57:42.136,0,0,-1,-1,29,23,330,-1,-330,-1,-1,225,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,13.01,0.00,-1,1,1,-1,-1,0
11:57:42.155,0,0,-1,-1,28,23,330,-1,-330,-1,-1,227,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,12.98,0.00,-1,1,1,-1,-1,0
11:57:42.256,0,0,-1,-1,28,23,330,-1,-330,-1,-1,229,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,13.01,0.00,-1,1,1,-1,-1,0
11:57:42.355,0,0,-1,-1,28,23,330,-1,-330,-1,-1,230,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,13.00,3.00,-1,1,1,-1,-1,0
11:57:42.457,0,0,-1,-1,28,23,331,-1,-331,-1,-1,232,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,12.99,2.00,-1,1,1,-1,-1,0
11:57:42.555,0,0,-1,-1,28,23,331,-1,-331,-1,-1,233,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,13.00,0.00,-1,1,1,-1,-1,0
11:57:42.654,0,0,-1,-1,28,23,331,-1,-331,-1,-1,234,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,12.99,3.00,-1,1,1,-1,-1,0
11:57:42.756,0,0,-1,-1,28,23,330,-1,-330,-1,-1,236,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,12.97,2.00,-1,1,1,-1,-1,0
11:57:42.855,0,0,-1,-1,28,23,330,-1,-330,-1,-1,237,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,13.00,3.00,-1,1,1,-1,-1,0
11:57:42.957,0,0,-1,-1,28,23,331,-1,-331,-1,-1,239,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,747,751,0,109,12.98,4.00,-1,1,1,-1,-1,0
11:57:43.055,0,0,-1,-1,28,23,331,-1,-331,-1,-1,240,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,13.00,2.00,-1,1,1,-1,-1,0
11:57:43.157,0,0,-1,-1,28,23,331,-1,-331,-1,-1,242,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,12.95,4.00,-1,1,1,-1,-1,0
11:57:43.256,0,0,-1,-1,28,23,329,-1,-329,-1,-1,244,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,13.00,2.00,-1,1,1,-1,-1,0
11:57:43.354,0,0,-1,-1,28,23,329,-1,-329,-1,-1,245,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,12.99,0.00,-1,1,1,-1,-1,0
11:57:43.457,0,0,-1,-1,28,23,331,-1,-331,-1,-1,247,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,13.00,2.00,-1,1,1,-1,-1,0
11:57:43.555,0,0,-1,-1,28,23,331,-1,-331,-1,-1,248,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,13.00,4.00,-1,1,1,-1,-1,0
11:57:43.658,0,0,-1,-1,28,23,331,-1,-331,-1,-1,249,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,12.99,0.00,-1,1,1,-1,-1,0
11:57:43.756,0,0,-1,-1,28,23,331,-1,-331,-1,-1,251,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,12.99,0.00,-1,1,1,-1,-1,0
11:57:43.856,0,0,-1,-1,28,23,331,-1,-331,-1,-1,252,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,13.01,3.00,-1,1,1,-1,-1,0
11:57:43.981,0,0,-1,-1,28,23,330,-1,-330,-1,-1,254,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,750,751,0,218,13.00,2.00,-1,1,1,-1,-1,0
11:57:44.055,0,0,-1,-1,28,23,330,-1,-330,-1,-1,255,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,749,755,0,163,13.01,3.00,-1,1,1,-1,-1,0
11:57:44.159,0,0,-1,-1,28,23,329,-1,-329,-1,-1,257,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,749,755,0,163,13.00,2.00,-1,1,1,-1,-1,0
11:57:44.256,0,0,-1,-1,28,23,329,-1,-329,-1,-1,258,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,749,755,0,163,13.00,3.00,-1,1,1,-1,-1,0
11:57:44.359,0,0,-1,-1,28,23,329,-1,-329,-1,-1,259,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,749,755,0,163,13.00,0.00,-1,1,1,-1,-1,0
11:57:44.456,0,0,-1,-1,28,23,330,-1,-330,-1,-1,261,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,749,755,0,163,12.99,0.00,-1,1,1,-1,-1,0
11:57:44.568,0,0,-1,-1,28,23,330,-1,-330,-1,-1,262,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,749,755,0,163,12.98,2.00,-1,1,1,-1,-1,0
11:57:44.664,0,0,-1,-1,28,23,330,-1,-330,-1,-1,264,0,0,-1,332,40,40,0,98,25,25,25,0,-1,-1,0,1,1,749,755,0,163,13.00,0.00,-1,1,1,-1,-1,0
